species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
California Poppy,Eschscholzia californica,California poppy,Plantae,48225
ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
Dwarf Checkermallow,Sidalcea malviflora,checkerbloom,Plantae,48795
Bengalen-Wicke,Vicia benghalensis,reddish tufted vetch,Plantae,53333
sweet fennel,Foeniculum vulgare,fennel,Plantae,53052
Petty Spurge,Euphorbia peplus,Petty Spurge,Plantae,57036
Coast Redwood,Sequoia sempervirens,coast redwood,Plantae,47372
petty spurge,Euphorbia peplus,Petty Spurge,Plantae,57036
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Petty spurge,Euphorbia peplus,Petty Spurge,Plantae,57036
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
white horehound,Marrubium vulgare,White Horehound,Plantae,54605
Garden Radish,Raphanus raphanistrum sativus,garden radish,Plantae,995125
California Poppy,Eschscholzia californica,California poppy,Plantae,48225
musk stork's-bill,Erodium moschatum,musk stork's-bill,Plantae,57092
Pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
Garden Radish,Raphanus raphanistrum sativus,garden radish,Plantae,995125
Pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
bur clover,Medicago polymorpha,bur clover,Plantae,53151
Italian thistle,Carduus pycnocephalus,Italian thistle,Plantae,52990
Armenian Blackberry,Rubus armeniacus,Armenian Blackberry,Plantae,61317
bird's-eye speedwell,Veronica persica,bird's-eye speedwell,Plantae,55666
Three-cornered Leek,Allium triquetrum,Three-cornered garlic,Plantae,55505
Calochortus albus,Calochortus albus,White Globe Lily,Plantae,51315
Yellow-beak False Owl's-clover,Triphysaria versicolor versicolor,Yellow-beak False Owl's-clover,Plantae,60736
Fremont's Deathcamas,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
witch's-teeth,Hosackia gracilis,witch's-teeth,Plantae,50841
Dwarf Brodiaea,Brodiaea terrestris,Dwarf Brodiaea,Plantae,57128
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
California bay,Umbellularia californica,California bay,Plantae,48807
sweet fennel,Foeniculum vulgare,fennel,Plantae,53052
Common Vetch,Vicia sativa,Common Vetch,Plantae,53324
miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994
Bengalen-Wicke,Vicia benghalensis,reddish tufted vetch,Plantae,53333
California Poppy,Eschscholzia californica,California poppy,Plantae,48225
Narrow-leaved Clover,Trifolium angustifolium,Narrow-leaved clover,Plantae,69939
California Golden Violet,Viola pedunculata,California Golden Violet,Plantae,50825
Pale flax,Linum bienne,Pale flax,Plantae,55679
Spitz-Wegerich,Plantago lanceolata,ribwort plantain,Plantae,53178
ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
Western Blue-eyed Grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
Armenian Blackberry,Rubus armeniacus,Armenian Blackberry,Plantae,61317
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
Denseflower Indian Paintbrush,Castilleja densiflora,dense-flowered owl's-clover,Plantae,55508
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
checkerbloom,Sidalcea malviflora,checkerbloom,Plantae,48795
Pacific Poison Oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Pacific Poison Oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
Indian Strawberry,Potentilla indica,mock strawberry,Plantae,243824
witch's-teeth,Hosackia gracilis,witch's-teeth,Plantae,50841
common catchfly,Silene gallica,Small-flowered Catchfly,Plantae,53212
Little quaking-grass,Briza minor,Little quaking-grass,Plantae,57162
Fremont's Deathcamas,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
leathery grapefern,Sceptridium multifidum,leathery grapefern,Plantae,78990
Giant Chain Fern,Woodwardia fimbriata,giant chain fern,Plantae,52685
American black nightshade,Solanum americanum,American black nightshade,Plantae,59035
lady fern,Athyrium filix-femina,lady fern,Plantae,52669
Ribes sanguineum glutinosum,Ribes sanguineum glutinosum,blood currant,Plantae,53436
slough sedge,Carex obnupta,slough sedge,Plantae,61000
California Bayberry,Morella californica,Pacific Wax myrtle,Plantae,61039
California buttercup,Ranunculus californicus,California buttercup,Plantae,52173
Shreve oak,Quercus parvula shrevei,Shreve oak,Plantae,81314
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
goldback fern,,goldback fern,Plantae,52676
Western Star Flower,Lysimachia latifolia,Western Starflower,Plantae,496537
Rosilla,Helenium puberulum,Rosilla,Plantae,53092
Fremont's Deathcamas,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
variableleaf collomia,Collomia heterophylla,variableleaf collomia,Plantae,52996
pale pink-sorrel,Oxalis incarnata,Pale pink-sorrel,Plantae,61776
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
California Hedge Nettle,Stachys bullata,California Hedge Nettle,Plantae,58930
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
witch's-teeth,Hosackia gracilis,witch's-teeth,Plantae,50841
western azalea,Rhododendron occidentale,western azalea,Plantae,60527
Evergreen Huckleberry,Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Western Star Flower,Lysimachia latifolia,Western Starflower,Plantae,496537
Western Blue-eyed Grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
Pacific Poison Oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
witch's-teeth,Hosackia gracilis,witch's-teeth,Plantae,50841
Common Douglas-Fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
California buttercup,Ranunculus californicus,California buttercup,Plantae,52173
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
milkmaids,Cardamine californica,milkmaids,Plantae,49651
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
witch's-teeth,Hosackia gracilis,witch's-teeth,Plantae,50841
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
western azalea,Rhododendron occidentale,western azalea,Plantae,60527
California Hedge Nettle,Stachys bullata,California Hedge Nettle,Plantae,58930
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Broad-leaved Helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Common Douglas-Fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
California Spikenard,Aralia californica,California Spikenard,Plantae,52848
Himalayan Blackberry,Rubus armeniacus,Armenian Blackberry,Plantae,61317
poison hemlock,Conium maculatum,poison hemlock,Plantae,52998
California hazelnut,Corylus cornuta californica,California hazelnut,Plantae,53368
California fetid adderstongue,Scoliopus bigelovii,California fetid adderstongue,Plantae,48990
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
coast live oak,Quercus agrifolia,coast live oak,Plantae,47850
Coyote Brush,Baccharis pilularis,coyote brush,Plantae,53359
white horehound,Marrubium vulgare,White Horehound,Plantae,54605
Long-beaked Stork's Bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
Poison hemlock,Conium maculatum,poison hemlock,Plantae,52998
Common Douglas-Fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
witch's-teeth,Hosackia gracilis,witch's-teeth,Plantae,50841
Western Blue-eyed Grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
false Solomon's seal,Maianthemum racemosum,Solomon's plume,Plantae,51062
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
Calochortus albus,Calochortus albus,White Globe Lily,Plantae,51315
Baldhip Rose,Rosa gymnocarpa,Baldhip Rose,Plantae,53441
Western Columbine,Aquilegia formosa,western columbine,Plantae,48244
sweet-scented bedstraw,Galium triflorum,fragrant bedstraw,Plantae,53065
False Solomon's Seal,Maianthemum racemosum,Solomon's plume,Plantae,51062
Hairypink,Petrorhagia dubia,Hairypink,Plantae,60602
Dove's-foot crane's-bill,Geranium molle,Dove's-foot crane's-bill,Plantae,53076
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Pale flax,Linum bienne,Pale flax,Plantae,55679
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
Calochortus albus,Calochortus albus,White Globe Lily,Plantae,51315
California hazelnut,Corylus cornuta californica,California hazelnut,Plantae,53368
golden brodiaea,Triteleia ixioides ixioides,golden brodiaea,Plantae,52154
Calochortus luteus,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
thimbleberry,Rubus parviflorus,thimbleberry,Plantae,51646
California fetid adderstongue,Scoliopus bigelovii,California fetid adderstongue,Plantae,48990
White Globe Lily,Calochortus albus,White Globe Lily,Plantae,51315
White Globe Lily,Calochortus albus,White Globe Lily,Plantae,51315
Common Selfheal,Prunella vulgaris,common selfheal,Plantae,52764
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
witch's-teeth,Hosackia gracilis,witch's-teeth,Plantae,50841
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Small-flowered Catchfly,Silene gallica,Small-flowered Catchfly,Plantae,53212
redstem filaree,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
Calochortus albus,Calochortus albus,White Globe Lily,Plantae,51315
Common Selfheal,Prunella vulgaris,common selfheal,Plantae,52764
Andrews' Clintonia,Clintonia andrewsiana,Andrews' Clintonia,Plantae,51647
pussy-ears,Calochortus tolmiei,Tolmie's pussy ears,Plantae,50840
Calochortus albus,Calochortus albus,White Globe Lily,Plantae,51315
California hazelnut,Corylus cornuta californica,California hazelnut,Plantae,53368
harvest brodiaea,Brodiaea elegans elegans,,Plantae,57127
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Western Blue-eyed Grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
great brome,Bromus diandrus,ripgut brome,Plantae,52702
Yellow Mariposa Lily,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
harvest brodiaea,Brodiaea elegans,harvest brodiaea,Plantae,51752
Yellow Mariposa Lily,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
California Spikenard,Aralia californica,California Spikenard,Plantae,52848
Coastal Tarweed,Deinandra corymbosa,Coastal Tarweed,Plantae,60956
Pale Flax,Linum bienne,Pale flax,Plantae,55679
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
lady fern,Athyrium filix-femina,lady fern,Plantae,52669
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
Hairy brackenfern,Pteridium aquilinum pubescens,Hairy brackenfern,Plantae,52684
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
Pacific Poison Oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
coastal woodfern,Dryopteris arguta,coastal woodfern,Plantae,52671
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
Western Sword Fern,Polystichum munitum,western sword fern,Plantae,47751
Broad-leaved everlasting-pea,Lathyrus latifolius,broad-leaved sweet pea,Plantae,61009
sand pygmyweed,Crassula connata,sand pygmyweed,Plantae,57016
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
Italian thistle,Carduus pycnocephalus,Italian thistle,Plantae,52990
California Mugwort,Artemisia douglasiana,California mugwort,Plantae,52854
Western Wild Ginger,Asarum caudatum,Western Wild Ginger,Plantae,52858
coastal button-celery,Eryngium armatum,coastal button-celery,Plantae,60950
Yellow Mariposa Lily,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
Wavyleaf Soap Plant,Chlorogalum pomeridianum pomeridianum,amole,Plantae,59082
Pale Flax,Linum bienne,Pale flax,Plantae,55679
witch's-teeth,Hosackia gracilis,witch's-teeth,Plantae,50841
Gray's anemone,Anemonoides grayi,Gray's anemone,Plantae,950609
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
rayless arnica,Arnica discoidea,rayless arnica,Plantae,52851
variableleaf collomia,Collomia heterophylla,variableleaf collomia,Plantae,52996
Rosilla,Helenium puberulum,Rosilla,Plantae,53092
Western Vervain,Verbena lasiostachys,western vervain,Plantae,53316
Calochortus albus,Calochortus albus,White Globe Lily,Plantae,51315
rayless arnica,Arnica discoidea,rayless arnica,Plantae,52851
California Bee Plant,Scrophularia californica,California beeplant,Plantae,50812
Striped Coralroot,Corallorhiza striata,Striped Coralroot,Plantae,50708
pussy-ears,Calochortus tolmiei,Tolmie's pussy ears,Plantae,50840
pussy-ears,Calochortus tolmiei,Tolmie's pussy ears,Plantae,50840
pussy-ears,Calochortus tolmiei,Tolmie's pussy ears,Plantae,50840
white hawkweed,Hieracium albiflorum,white hawkweed,Plantae,63937
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
Anemonoides grayi,Anemonoides grayi,Gray's anemone,Plantae,950609
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
Bull Thistle,Cirsium vulgare,Bull Thistle,Plantae,52989
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132
Brodiaea elegans elegans,Brodiaea elegans elegans,,Plantae,57127
Yellow Mariposa Lily,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
pussy-ears,Calochortus tolmiei,Tolmie's pussy ears,Plantae,50840
Rosilla,Helenium puberulum,Rosilla,Plantae,53092
Spanish clover,Acmispon americanus,Spanish clover,Plantae,57049
roughleaf aster,Eurybia radulina,roughleaf aster,Plantae,52974
California Harebell,Smithiastrum prenanthoides,California Harebell,Plantae,1449997
roughleaf aster,Eurybia radulina,roughleaf aster,Plantae,52974
Lemon Balm,Melissa officinalis,lemon balm,Plantae,59901
California Harebell,Smithiastrum prenanthoides,California Harebell,Plantae,1449997
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
California Harebell,Smithiastrum prenanthoides,California Harebell,Plantae,1449997
Western Wild Ginger,Asarum caudatum,Western Wild Ginger,Plantae,52858
Common Selfheal,Prunella vulgaris,common selfheal,Plantae,52764
Ptychomitrium gardneri,Ptychomitrium gardneri,,Plantae,167566
common yarrow,Achillea millefolium,common yarrow,Plantae,52821
blueblossom,Ceanothus thyrsiflorus,blueblossom,Plantae,56617
English Ivy,Hedera helix,common ivy,Plantae,55882
California buttercup,Ranunculus californicus californicus,,Plantae,52172
Red Osier Dogwood,Cornus sericea,red osier dogwood,Plantae,53387
English ivy,Hedera helix,common ivy,Plantae,55882
English Ivy,Hedera helix,common ivy,Plantae,55882
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
